PRESIDENCIA MUNICIPAL
02/07/2018 11:45(UTC-5)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
2648,2648,0,2648,100.0000,2441,92.1827,21.7145,47,1456583,913470,912031,62.7132

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,MC,PANAL,PVEM,PES,M,PT,CQ,QI,MORENA_PT_PES,MORENA_PT,MORENA_PES,PT_PES,PRI_PVEM,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,CAND_IND_1,CAND_IND_2,CAND_IND_3,CAND_IND_4,CAND_IND_5,CAND_IND_6,CAND_IND_7,CAND_IND_8,CAND_IND_9,CAND_IND_10,CAND_IND_11,CAND_IND_12,CAND_IND_13,CAND_IND_14,CAND_IND_15,CAND_IND_16,CAND_IND_17,CAND_IND_18,CAND_IND_19,CAND_IND_20,CAND_IND_21,CAND_IND_22,CAND_IND_23,CAND_IND_24,CAND_IND_25,CAND_IND_26,CAND_IND_27,CAND_IND_28,CAND_IND_29,CAND_IND_30,CAND_IND_31,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
"220311B0100","220311B0100",22,"QUERETARO",14,"QUERETARO","0311",1091,"B",00,"URBANA",05,212,279,6,272,64,33,1,6,3,6,13,108,6,0,5,6,2,1,1,1,0,0,0,0,,-,11,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,5,272,272,475,22,,1,D,07BC8B01DB2EE75A20856D4360FEFD14AB8D6BD6EEB03A759AC4084C109FBCC6,02/07/2018 02:21:41,02/07/2018 03:29:56,02/07/2018 06:18:50,CATD,ESCANER,ACTA PREP
"220311C0100","220311C0100",22,"QUERETARO",14,"QUERETARO","0311",1092,"C",00,"URBANA",05,217,217,5,281,74,56,2,1,1,8,8,93,8,2,13,3,1,1,1,1,1,0,0,0,,-,8,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,11,281,293,474,22,,1,D,5039B94A2460A0C11D62813C2CB6D538CC3201A05782FDE603DB1C620AD580F1,02/07/2018 01:04:59,02/07/2018 03:01:29,02/07/2018 04:58:40,CATD,ESCANER,ACTA PREP
"220312B0100","220312B0100",22,"QUERETARO",14,"QUERETARO","0312",1093,"B",00,"URBANA",05,257,370,4,359,103,55,4,2,5,7,27,102,15,4,10,4,3,3,0,1,1,1,0,0,,-,18,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,372,372,606,22,,1,D,57E4A4F31FB821751F78ED75FD4BBA256756C96C398AD5B12D40E35DFFFEBA8C,01/07/2018 23:38:45,01/07/2018 23:58:27,02/07/2018 00:00:15,CATD,ESCANER,ACTA PREP
"220312C0100","220312C0100",22,"QUERETARO",14,"QUERETARO","0312",1094,"C",00,"URBANA",05,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,,,,,605,22,SIN ACTA POR PAQUETE NO ENTREGADO,,D,,01/07/2018 23:41:38,,,CATD,ESCANER,
"220314B0100","220314B0100",22,"QUERETARO",14,"QUERETARO","0314",1099,"B",00,"URBANA",05,238,357,1,351,124,48,8,2,3,7,12,94,9,3,9,5,1,3,0,3,1,0,0,0,,-,13,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,351,351,574,22,,1,D,644EC7FE6F6B18ABB63BE55CD48567B50B8B9D6D86A5249148A1B83B0344D95E,01/07/2018 23:39:12,01/07/2018 23:56:41,01/07/2018 23:59:25,CATD,ESCANER,ACTA PREP
"220314C0100","220314C0100",22,"QUERETARO",14,"QUERETARO","0314",1100,"C",00,"URBANA",05,208,386,2,396,119,49,4,4,7,6,17,131,13,4,8,5,0,1,0,2,1,0,0,0,,-,16,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,397,397,574,22,,1,D,87FFC0AAD6CD384B6F2B6EA3B531DBAD3E4BA4EDFDCB5F5EFF6F382F1406E381,02/07/2018 00:13:55,02/07/2018 00:26:53,02/07/2018 00:29:43,CATD,ESCANER,ACTA PREP
"220315B0100","220315B0100",22,"QUERETARO",14,"QUERETARO","0315",1101,"B",00,"URBANA",05,Sin dato,360,3,360,96,69,0,9,3,8,10,102,11,3,16,3,3,0,0,2,2,0,0,0,,-,18,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,5,360,360,573,22,,1,D,1A765E4F8B211EC57295215F219800C4470C56BF1EC29EB08265651B32963E7C,02/07/2018 01:52:18,02/07/2018 03:19:49,02/07/2018 06:10:06,CATD,ESCANER,ACTA PREP
"220315C0100","220315C0100",22,"QUERETARO",14,"QUERETARO","0315",1102,"C",00,"URBANA",05,233,357,4,364,109,48,5,6,7,4,11,113,12,6,12,4,0,0,0,0,1,0,2,0,,-,15,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,0,364,355,572,22,,1,D,C36C7CCDDE88549E3CAE5F616B8311E97C3C6FFDC6589DAEB8B9E7FB308BE190,02/07/2018 01:49:34,02/07/2018 03:23:05,02/07/2018 06:06:14,CATD,ESCANER,RPP
"220316B0100","220316B0100",22,"QUERETARO",14,"QUERETARO","0316",1103,"B",00,"URBANA",05,286,349,6,Sin dato,98,43,3,4,8,5,16,15,11,6,8,3,0,0,0,0,0,0,0,0,,-,24,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,12,346,256,619,22,,1,D,5B53C827C20F2176E0371D2024C7C63D467CCF94BDC6A76F0C8BAF28FC7283EF,02/07/2018 00:31:59,02/07/2018 01:12:03,02/07/2018 01:18:27,CATD,ESCANER,CC
"220316C0100","220316C0100",22,"QUERETARO",14,"QUERETARO","0316",1104,"C",00,"URBANA",05,261,377,3,380,90,55,5,4,7,8,11,123,16,3,12,7,0,0,0,1,1,1,0,0,,-,26,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,380,380,619,22,,1,D,75025EA404F3CD85BD3FF569D5AA76BC5ADD672E8C6947A8E2BB8FC6FBE46E4A,02/07/2018 00:45:35,02/07/2018 01:50:46,02/07/2018 02:09:46,CATD,ESCANER,ACTA PREP
"220316C0200","220316C0200",22,"QUERETARO",14,"QUERETARO","0316",1105,"C",00,"URBANA",05,243,394,4,398,102,54,3,3,2,12,12,147,20,6,8,1,0,0,0,0,1,0,0,0,,-,20,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,398,398,619,22,,1,D,8134AE2768053FA69B4E1761A13E04A4CAE51BC4CF18CC28D7229C3D3CA7D677,02/07/2018 00:32:33,02/07/2018 01:01:24,02/07/2018 01:09:29,CATD,ESCANER,ACTA PREP
"220316C0300","220316C0300",22,"QUERETARO",14,"QUERETARO","0316",1106,"C",00,"URBANA",05,250,381,3,391,94,51,7,4,6,10,13,142,9,6,9,5,2,1,0,0,0,0,1,0,,-,25,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,391,391,619,22,,1,D,DDF5C352998043CCAB89D1A7E2DC9B7D49A07F702EC9CB7936F5CB6FBCFA9BE2,01/07/2018 23:58:06,02/07/2018 00:09:42,02/07/2018 00:19:12,CATD,ESCANER,CC
"220317B0100","220317B0100",22,"QUERETARO",14,"QUERETARO","0317",1107,"B",00,"URBANA",05,203,316,6,322,95,38,3,3,4,10,12,111,8,1,4,4,0,2,0,1,1,0,0,0,,-,17,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,7,322,322,503,22,,1,D,6753396670631F17CD0CA1D9D32837B14B86D7702207A1388E8EBE752B89D6A3,02/07/2018 00:57:11,02/07/2018 02:15:50,02/07/2018 03:49:21,CATD,ESCANER,ACTA PREP
"220317C0100","220317C0100",22,"QUERETARO",14,"QUERETARO","0317",1108,"C",00,"URBANA",05,199,320,4,325,93,45,4,2,1,7,12,113,7,4,9,2,2,0,0,0,1,1,0,0,,-,10,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,12,325,325,502,22,,1,D,41790D15940E7385615C9D03D49FC23E41E46D1D6FBBFF576BFB07B6A77D1FA0,02/07/2018 00:59:49,02/07/2018 02:38:10,02/07/2018 04:16:55,CATD,ESCANER,ACTA PREP
"220321B0100","220321B0100",22,"QUERETARO",14,"QUERETARO","0321",1127,"B",00,"URBANA",05,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,,,,,516,22,SIN ACTA POR PAQUETE NO ENTREGADO,,D,,02/07/2018 01:07:37,,,CATD,ESCANER,
"220321C0100","220321C0100",22,"QUERETARO",14,"QUERETARO","0321",1128,"C",00,"URBANA",05,211,322,4,0,92,59,4,2,3,10,9,98,10,3,5,1,0,1,0,0,1,0,0,0,,-,21,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,328,328,516,22,,1,D,1DD0EBA6BDA2635FF1650A6A64E0327B8059921EB12C9FB91708E011731C38E5,01/07/2018 23:53:13,02/07/2018 00:07:05,02/07/2018 00:07:57,CATD,ESCANER,ACTA PREP
"220321C0200","220321C0200",22,"QUERETARO",14,"QUERETARO","0321",1129,"C",00,"URBANA",05,205,325,8,333,102,41,5,5,2,8,9,123,5,3,10,1,0,0,1,1,0,2,0,0,,-,13,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,2,333,333,516,22,,1,D,3D49E709FF2D47213CDC809367CDF5375E01E2E9C6EAFBE907D5CC8C38F48393,02/07/2018 01:10:07,02/07/2018 02:57:57,02/07/2018 05:29:00,CATD,ESCANER,ACTA PREP
"220322B0100","220322B0100",22,"QUERETARO",14,"QUERETARO","0322",1130,"B",00,"URBANA",05,217,322,5,328,81,44,5,3,3,11,15,106,15,2,8,3,2,3,0,0,2,0,1,0,,-,17,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,330,330,523,22,,1,D,494B85E22D2FFA80D0D702E19D8E21D65F776E4F2D474103CF9045FDB02FB17A,02/07/2018 01:00:09,02/07/2018 02:42:44,02/07/2018 04:23:17,CATD,ESCANER,ACTA PREP
"220322C0100","220322C0100",22,"QUERETARO",14,"QUERETARO","0322",1131,"C",00,"URBANA",05,211,329,4,331,90,38,4,6,4,6,22,100,10,2,9,11,2,1,0,1,0,1,1,0,,-,11,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,11,Sin dato,330,522,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,8467CF22D93E146436A85BFDD58ECB56EA9A99DDC9FE71098AC56A0921C80E3F,02/07/2018 00:59:41,02/07/2018 02:48:47,02/07/2018 04:32:51,CATD,ESCANER,ACTA PREP
"220323B0100","220323B0100",22,"QUERETARO",14,"QUERETARO","0323",1132,"B",00,"URBANA",05,318,424,2,434,104,58,2,4,8,17,12,142,11,4,21,3,3,0,0,2,2,2,1,0,,-,30,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,7,434,434,722,22,,1,D,F0FAEFDDEDFD34FF40433D8F26B85A2D8F0ACF9411F2ECAB5F73E96EEFAF5DC6,02/07/2018 02:18:42,02/07/2018 03:46:00,02/07/2018 06:22:31,CATD,ESCANER,ACTA PREP
"220323C0100","220323C0100",22,"QUERETARO",14,"QUERETARO","0323",1133,"C",00,"URBANA",05,295,446,3,421,128,54,6,2,11,12,17,132,4,3,12,6,0,0,0,1,2,0,0,0,,-,20,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,11,421,421,722,22,,1,D,E43AEF1088D69A9A0E115B05B1D890F457F026D0116918E2105AB8AA10963345,02/07/2018 02:25:31,02/07/2018 04:05:22,02/07/2018 06:46:04,CATD,ESCANER,ACTA PREP
"220323C0200","220323C0200",22,"QUERETARO",14,"QUERETARO","0323",1137,"C",00,"URBANA",05,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,,,,,722,22,SIN ACTA POR PAQUETE NO ENTREGADO,,D,,02/07/2018 02:19:53,,,CATD,ESCANER,
"220323C0300","220323C0300",22,"QUERETARO",14,"QUERETARO","0323",1138,"C",00,"URBANA",05,299,441,4,449,119,62,5,0,2,0,17,161,5,1,13,8,0,2,0,11,9,0,0,0,,-,22,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,12,449,449,722,22,,1,D,31AD673F060F0D3515AB90C9069847C83246D10DC97A5EDDEBF48A7F38E19D1F,02/07/2018 01:24:06,02/07/2018 03:04:33,02/07/2018 05:57:12,CATD,ESCANER,ACTA PREP
"220323C0400","220323C0400",22,"QUERETARO",14,"QUERETARO","0323",1139,"C",00,"URBANA",05,332,408,4,409,104,62,4,2,7,6,16,139,7,4,15,8,0,1,0,0,3,0,0,0,,-,25,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,409,409,722,22,,1,D,2246D0C5CD1DA24A71EFA6FE0B14A69378E007A0CF70DEE2B9686FB541068D72,02/07/2018 03:06:06,02/07/2018 04:04:35,02/07/2018 06:48:31,CATD,ESCANER,ACTA PREP
"220323C0500","220323C0500",22,"QUERETARO",14,"QUERETARO","0323",1140,"C",00,"URBANA",05,289,453,2,471,130,59,4,8,4,11,20,157,10,5,15,5,1,0,1,1,1,0,0,0,,-,26,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,14,473,472,722,22,,1,D,DA45264979F1CF4D17B9E8A5F0A28B2ACD2BEAD90E164238FB2D4CB7DFF11223,02/07/2018 03:05:45,02/07/2018 04:04:18,02/07/2018 06:43:43,CATD,ESCANER,ACTA PREP
"220323C0600","220323C0600",22,"QUERETARO",14,"QUERETARO","0323",1141,"C",00,"URBANA",05,313,428,3,431,127,48,2,3,4,12,16,137,7,7,23,2,1,1,1,2,3,0,0,0,,-,22,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,5,423,423,722,22,,1,D,A445EB1AA6D0ED33B1F4D329101C661A753288F0DF1D75D3ACF48C34F22720AB,02/07/2018 03:02:07,02/07/2018 04:04:49,02/07/2018 06:39:44,CATD,ESCANER,ACTA PREP
"220323C0700","220323C0700",22,"QUERETARO",14,"QUERETARO","0323",1142,"C",00,"URBANA",05,296,443,5,439,124,55,8,5,3,16,19,143,1,2,12,3,1,2,0,2,4,1,0,0,,-,28,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,439,439,722,22,,1,D,20A1BCCB750F4D3B0F37B9A1CFD3A1374ED5D5561AC728D20C9609066BB2ED39,02/07/2018 03:01:20,02/07/2018 04:04:11,02/07/2018 06:40:31,CATD,ESCANER,ACTA PREP
"220323C0800","220323C0800",22,"QUERETARO",14,"QUERETARO","0323",1143,"C",00,"URBANA",05,272,469,3,472,117,59,8,4,6,8,21,165,8,4,7,7,1,2,0,3,5,0,0,1,,-,36,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,472,472,722,22,,1,D,81F8B858065063264F9BB06611B58831AA789A983D00D0C774873EC909BE86F5,02/07/2018 01:59:43,02/07/2018 03:53:33,02/07/2018 06:30:03,CATD,ESCANER,ACTA PREP
"220323C0900","220323C0900",22,"QUERETARO",14,"QUERETARO","0323",1144,"C",00,"URBANA",05,305,433,6,438,112,78,4,5,7,16,18,123,15,7,8,1,1,1,0,0,3,0,0,0,,-,28,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,10,438,438,722,22,,1,D,F23C14D813369FBA0ECA107201241E72937BDE075907229735D3EC9C9F09BB38,02/07/2018 02:01:27,02/07/2018 03:53:49,02/07/2018 06:27:46,CATD,ESCANER,ACTA PREP
"220323C1000","220323C1000",22,"QUERETARO",14,"QUERETARO","0323",1134,"C",00,"URBANA",05,325,413,4,417,122,46,1,5,3,15,13,156,9,3,12,3,0,1,1,0,1,0,0,0,,-,21,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,419,419,722,22,,1,D,CD5CC9EA61FBDFFD78DBCA0101BB43B600C025E8D07A99C403A87FDA0EC56F10,02/07/2018 01:59:24,02/07/2018 03:51:44,02/07/2018 06:25:02,CATD,ESCANER,ACTA PREP
"220323C1100","220323C1100",22,"QUERETARO",14,"QUERETARO","0323",1135,"C",00,"URBANA",05,309,426,6,429,114,70,6,8,1,6,11,146,7,2,11,5,0,1,0,1,3,1,0,0,,-,32,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,4,426,429,722,22,,1,D,79CC9766DF408DC7695FAD310996A1C7BAFDDCC24E5D086FDE1F5821DBC25A05,02/07/2018 02:03:33,02/07/2018 03:27:48,02/07/2018 06:18:30,CATD,ESCANER,ACTA PREP
"220323C1200","220323C1200",22,"QUERETARO",14,"QUERETARO","0323",1136,"C",00,"URBANA",05,301,437,5,442,119,54,4,3,6,10,17,154,11,5,15,8,3,Sin dato,Sin dato,2,Sin dato,Sin dato,Sin dato,Sin dato,,-,19,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,3,9,442,442,721,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,3D20C2D9AEAB2AE82119EDA2D12BB58F9A244FD5AA2A1DA169B3E4FD84F11C57,02/07/2018 02:01:59,02/07/2018 03:47:54,02/07/2018 06:22:51,CATD,ESCANER,ACTA PREP
"220324B0100","220324B0100",22,"QUERETARO",14,"QUERETARO","0324",1145,"B",00,"URBANA",05,170,298,4,299,79,38,2,2,1,11,10,100,8,7,6,0,0,0,0,0,0,1,0,0,,-,14,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,14,299,293,450,22,,1,D,0F5B9B9B2D177408E8E2A7773E54DCFA01050C629D3852EE4876EA73C9F4C1A9,02/07/2018 02:20:46,02/07/2018 03:28:38,02/07/2018 06:19:28,CATD,ESCANER,ACTA PREP
"220324C0100","220324C0100",22,"QUERETARO",14,"QUERETARO","0324",1146,"C",00,"URBANA",05,147,323,2,328,98,42,8,2,3,6,11,106,5,3,5,6,2,0,1,2,1,0,0,0,,-,21,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,328,328,450,22,,1,D,4B38CE553A7047483285A31064E20EEE61D2B66AAD27BDA5B8E7EDA11ED6D78D,02/07/2018 03:25:15,02/07/2018 04:05:11,02/07/2018 06:46:12,CATD,ESCANER,ACTA PREP
"220325B0100","220325B0100",22,"QUERETARO",14,"QUERETARO","0325",1147,"B",00,"URBANA",05,165,319,3,324,110,50,4,4,2,9,13,83,9,4,4,2,0,2,0,1,0,0,0,0,,-,15,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,12,324,324,466,22,,1,D,F694E5098349DC471294006D0AD4AB10B8CC61B400EF838D924CCABD01475B36,01/07/2018 23:52:50,02/07/2018 00:10:19,02/07/2018 00:11:55,CATD,ESCANER,RPP
"220325C0100","220325C0100",22,"QUERETARO",14,"QUERETARO","0325",1148,"C",00,"URBANA",05,158,322,6,328,91,57,7,6,5,5,11,102,8,1,6,1,1,0,0,0,2,0,0,0,,-,17,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,328,327,465,22,,1,D,7096EB84EB30CAA35ADB995C07C938F0A3897D73D670B6E6E9454906D32E9B41,02/07/2018 00:28:04,02/07/2018 00:59:05,02/07/2018 01:04:20,CATD,ESCANER,ACTA PREP
"220329B0100","220329B0100",22,"QUERETARO",14,"QUERETARO","0329",1162,"B",00,"URBANA",05,237,363,2,365,103,40,2,6,4,12,14,101,12,5,12,6,1,1,0,2,2,0,1,0,,-,31,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,11,366,366,580,22,,1,D,CBC39088F76C7501AEC2A867141C260FF6BED077CC9308EBE135C80045BCF8D8,02/07/2018 00:50:07,02/07/2018 02:03:58,02/07/2018 02:39:58,CATD,ESCANER,ACTA PREP
"220329C0100","220329C0100",22,"QUERETARO",14,"QUERETARO","0329",1163,"C",00,"URBANA",05,244,336,5,359,81,44,7,6,7,10,12,135,5,2,11,3,1,0,0,0,3,0,0,0,,-,21,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,11,359,359,580,22,,1,D,C2A4EA51BA4800F0D36B969008D9317B0666E694D478040734D5E2823E551E98,02/07/2018 01:53:42,02/07/2018 03:18:30,02/07/2018 06:06:52,CATD,ESCANER,ACTA PREP
"220329C0200","220329C0200",22,"QUERETARO",14,"QUERETARO","0329",1164,"C",00,"URBANA",05,253,345,3,347,105,55,1,6,2,7,10,120,10,1,2,1,1,1,0,0,0,2,0,0,,-,13,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,347,347,579,22,,1,D,451E2A53E23BE61177D1FD0648C57DB967B46221F8318DA2E361415549DF5CAF,02/07/2018 01:23:33,02/07/2018 03:03:46,02/07/2018 05:55:58,CATD,ESCANER,ACTA PREP
"220329C0300","220329C0300",22,"QUERETARO",14,"QUERETARO","0329",1165,"C",00,"URBANA",05,244,351,6,356,78,39,3,7,6,7,14,133,11,2,9,1,1,0,0,1,0,2,0,0,,-,29,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,1,12,356,356,579,22,,1,D,4BEA027C80841090FD2D60F4B962B4C8F8AEF11B6AFCBDFD3D4608461816DF31,02/07/2018 01:21:30,02/07/2018 03:02:47,02/07/2018 05:54:09,CATD,ESCANER,ACTA PREP
"220330B0100","220330B0100",22,"QUERETARO",14,"QUERETARO","0330",1166,"B",00,"URBANA",05,302,407,3,410,101,70,5,2,2,10,18,138,9,2,7,7,2,0,0,2,3,2,2,1,,-,15,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,13,410,411,690,22,,1,D,BC7C4848C74997F8F4874330ED0DF3FB13388F41EE33F0083EFD7592484161C7,02/07/2018 02:30:40,02/07/2018 04:04:38,02/07/2018 06:42:57,CATD,ESCANER,ACTA PREP
"220330C0100","220330C0100",22,"QUERETARO",14,"QUERETARO","0330",1167,"C",00,"URBANA",05,288,421,3,423,106,56,5,3,5,16,15,144,6,1,10,8,1,4,1,2,2,2,0,0,,-,27,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,9,423,423,690,22,,1,D,7E2849D5F3B373EEFCD7D6D50290D39293413C205066F7BF02D077F2F0D9B1B4,02/07/2018 00:45:13,02/07/2018 01:58:29,02/07/2018 02:17:49,CATD,ESCANER,ACTA PREP
"220331B0100","220331B0100",22,"QUERETARO",14,"QUERETARO","0331",1168,"B",00,"URBANA",05,334,340,4,340,86,55,7,3,1,11,10,122,9,2,10,2,1,2,0,0,1,0,0,0,,-,12,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,6,340,340,652,22,,1,D,83F80ED22D8DE16D8CC0D950A2A7EFE284D39D0DE29061A506DA6471DD66D88E,02/07/2018 02:44:39,02/07/2018 04:00:47,02/07/2018 06:38:03,CATD,ESCANER,ACTA PREP
"220331C0100","220331C0100",22,"QUERETARO",14,"QUERETARO","0331",1169,"C",00,"URBANA",05,323,344,6,Sin dato,74,43,5,4,1,9,9,135,12,10,10,3,4,2,0,1,0,0,0,0,,-,16,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,16,Sin dato,354,652,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,444CED3C16D3F1934558A0A23DAD37E57E416AAFA94AFDBEA50CA9491161A10B,02/07/2018 01:25:51,02/07/2018 03:05:26,02/07/2018 06:02:50,CATD,ESCANER,ACTA PREP
"220331C0200","220331C0200",22,"QUERETARO",14,"QUERETARO","0331",1170,"C",00,"URBANA",05,329,340,5,345,79,58,6,2,2,10,14,102,12,2,5,3,4,0,1,1,2,6,2,0,,-,1,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,Sin dato,25,345,337,652,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,F010834DB7633FC26DB64C4610BA1A572437ED99568BAD3B4D09E025096BF154,02/07/2018 02:26:45,02/07/2018 03:58:49,02/07/2018 06:34:58,CATD,ESCANER,ACTA PREP
"220331C0300","220331C0300",22,"QUERETARO",14,"QUERETARO","0331",1171,"C",00,"URBANA",05,305,365,4,369,101,47,9,4,7,12,5,132,6,6,Ilegible,4,1,2,0,0,0,0,0,0,,-,0,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,11,369,347,652,22,ALGÃN CAMPO ILEGIBLE O SIN DATO,1,D,2A5E6C350CCEEFDE3E7C310DF016444AD88C4739157E766C389477875DFEDA1D,02/07/2018 02:24:18,02/07/2018 03:28:48,02/07/2018 06:19:01,CATD,ESCANER,ACTA PREP
"220339B0100","220339B0100",22,"QUERETARO",14,"QUERETARO","0339",1191,"B",00,"URBANA",05,215,289,6,295,86,52,3,1,5,7,7,88,3,1,7,2,0,0,0,2,4,0,0,0,,-,20,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,7,295,295,488,22,,1,D,83390DAA8ED39A8D546BC69203C4E7DA8F6F938FB3BC715771A1CD8312589631,02/07/2018 01:43:07,02/07/2018 03:54:06,02/07/2018 06:28:55,CATD,ESCANER,ACTA PREP
"220339C0100","220339C0100",22,"QUERETARO",14,"QUERETARO","0339",1192,"C",00,"URBANA",05,193,312,4,316,105,59,2,2,2,8,6,78,8,3,6,4,1,2,0,1,4,0,0,0,,-,22,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,3,316,316,488,22,,1,D,251EF8F47E63B13B07ACB7C794D24849DE085C06974A06CF8FFD81A6D711B4A7,02/07/2018 01:43:41,02/07/2018 03:55:10,02/07/2018 06:30:02,CATD,ESCANER,ACTA PREP
"220340B0100","220340B0100",22,"QUERETARO",14,"QUERETARO","0340",1193,"B",00,"URBANA",05,306,339,4,343,88,50,6,5,3,12,10,120,11,1,6,6,2,0,1,2,1,0,0,0,,-,9,,,,,,,-,,,,-,-,,,,,,,,-,-,-,-,,,,,,0,10,343,343,627,22,,1,D,A9C09759D6E857660FBA5C9EF83B303B2DEC16E49F629DF9CCE362482D1BC46B,02/07/2018 00:36:11,02/07/2018 01:18:52,02/07/2018 01:28:26,CATD,ESCANER,ACTA PREP
